10:28:18.493: Getting: Dealer 40: Auto 1 (Accessory: 270001 Carcass: 1 Engine: 1) by Worker 30
10:29:18.540: Getting: Dealer 40: Auto 21 (Accessory: 270021 Carcass: 21 Engine: 21) by Worker 30
10:29:18.953: Getting: Dealer 42: Auto 22 (Accessory: 250022 Carcass: 22 Engine: 22) by Worker 35
10:29:19.902: Getting: Dealer 43: Auto 23 (Accessory: 260023 Carcass: 23 Engine: 23) by Worker 37
10:29:20.894: Getting: Dealer 41: Auto 24 (Accessory: 280024 Carcass: 24 Engine: 24) by Worker 29
10:29:21.910: Getting: Dealer 39: Auto 25 (Accessory: 240025 Carcass: 25 Engine: 25) by Worker 33
10:29:33.545: Getting: Dealer 40: Auto 26 (Accessory: 270026 Carcass: 26 Engine: 26) by Worker 38
10:29:33.961: Getting: Dealer 42: Auto 27 (Accessory: 250027 Carcass: 27 Engine: 27) by Worker 32
10:29:34.911: Getting: Dealer 43: Auto 28 (Accessory: 260028 Carcass: 28 Engine: 28) by Worker 36
10:29:35.904: Getting: Dealer 41: Auto 29 (Accessory: 280029 Carcass: 29 Engine: 29) by Worker 31
10:29:36.920: Getting: Dealer 39: Auto 30 (Accessory: 240030 Carcass: 30 Engine: 30) by Worker 34
10:29:48.555: Getting: Dealer 40: Auto 31 (Accessory: 270031 Carcass: 31 Engine: 31) by Worker 30
10:29:48.975: Getting: Dealer 42: Auto 32 (Accessory: 250032 Carcass: 32 Engine: 32) by Worker 35
10:29:49.916: Getting: Dealer 43: Auto 33 (Accessory: 260033 Carcass: 33 Engine: 33) by Worker 37
10:29:50.910: Getting: Dealer 41: Auto 34 (Accessory: 280034 Carcass: 34 Engine: 34) by Worker 29
10:29:51.925: Getting: Dealer 39: Auto 35 (Accessory: 240035 Carcass: 35 Engine: 35) by Worker 33
10:30:03.559: Getting: Dealer 40: Auto 36 (Accessory: 270036 Carcass: 36 Engine: 36) by Worker 38
10:30:03.990: Getting: Dealer 42: Auto 37 (Accessory: 250037 Carcass: 37 Engine: 37) by Worker 32
10:30:04.923: Getting: Dealer 43: Auto 38 (Accessory: 260038 Carcass: 38 Engine: 38) by Worker 36
10:30:05.915: Getting: Dealer 41: Auto 39 (Accessory: 280039 Carcass: 39 Engine: 39) by Worker 31
10:30:06.929: Getting: Dealer 39: Auto 40 (Accessory: 240040 Carcass: 40 Engine: 40) by Worker 34
10:30:18.569: Getting: Dealer 40: Auto 41 (Accessory: 270041 Carcass: 41 Engine: 41) by Worker 30
10:30:19.004: Getting: Dealer 42: Auto 42 (Accessory: 250042 Carcass: 42 Engine: 42) by Worker 35
10:30:19.929: Getting: Dealer 43: Auto 43 (Accessory: 260043 Carcass: 43 Engine: 43) by Worker 37
10:30:20.929: Getting: Dealer 41: Auto 44 (Accessory: 280044 Carcass: 44 Engine: 44) by Worker 29
10:30:21.933: Getting: Dealer 39: Auto 45 (Accessory: 240045 Carcass: 45 Engine: 45) by Worker 33
10:30:33.574: Getting: Dealer 40: Auto 46 (Accessory: 270046 Carcass: 46 Engine: 46) by Worker 38
10:30:34.013: Getting: Dealer 42: Auto 47 (Accessory: 250047 Carcass: 47 Engine: 47) by Worker 32
10:30:34.933: Getting: Dealer 43: Auto 48 (Accessory: 260048 Carcass: 48 Engine: 48) by Worker 36
10:30:35.933: Getting: Dealer 41: Auto 49 (Accessory: 280049 Carcass: 49 Engine: 49) by Worker 31
10:30:36.937: Getting: Dealer 39: Auto 50 (Accessory: 240050 Carcass: 50 Engine: 50) by Worker 34
10:30:48.587: Getting: Dealer 40: Auto 51 (Accessory: 270051 Carcass: 51 Engine: 51) by Worker 30
10:30:49.018: Getting: Dealer 42: Auto 52 (Accessory: 250052 Carcass: 52 Engine: 52) by Worker 35
10:30:49.937: Getting: Dealer 43: Auto 53 (Accessory: 260053 Carcass: 53 Engine: 53) by Worker 37
10:30:50.945: Getting: Dealer 41: Auto 54 (Accessory: 280054 Carcass: 54 Engine: 54) by Worker 29
10:30:51.951: Getting: Dealer 39: Auto 55 (Accessory: 240055 Carcass: 55 Engine: 55) by Worker 33
10:31:03.590: Getting: Dealer 40: Auto 56 (Accessory: 270056 Carcass: 56 Engine: 56) by Worker 38
10:31:04.025: Getting: Dealer 42: Auto 57 (Accessory: 250057 Carcass: 57 Engine: 57) by Worker 32
10:31:04.941: Getting: Dealer 43: Auto 58 (Accessory: 260058 Carcass: 58 Engine: 58) by Worker 36
10:31:05.958: Getting: Dealer 41: Auto 59 (Accessory: 280059 Carcass: 59 Engine: 59) by Worker 31
10:31:06.966: Getting: Dealer 39: Auto 60 (Accessory: 240060 Carcass: 60 Engine: 60) by Worker 34
10:31:18.595: Getting: Dealer 40: Auto 61 (Accessory: 270061 Carcass: 61 Engine: 61) by Worker 30
10:31:19.031: Getting: Dealer 42: Auto 62 (Accessory: 250062 Carcass: 62 Engine: 62) by Worker 35
10:31:19.952: Getting: Dealer 43: Auto 63 (Accessory: 260063 Carcass: 63 Engine: 63) by Worker 37
10:31:20.963: Getting: Dealer 41: Auto 64 (Accessory: 280064 Carcass: 64 Engine: 64) by Worker 29
10:31:21.969: Getting: Dealer 39: Auto 65 (Accessory: 240065 Carcass: 65 Engine: 65) by Worker 33
10:31:33.611: Getting: Dealer 40: Auto 66 (Accessory: 270066 Carcass: 66 Engine: 66) by Worker 38
10:31:34.038: Getting: Dealer 42: Auto 67 (Accessory: 250067 Carcass: 67 Engine: 67) by Worker 32
10:31:34.959: Getting: Dealer 43: Auto 68 (Accessory: 260068 Carcass: 68 Engine: 68) by Worker 36
10:31:35.971: Getting: Dealer 41: Auto 69 (Accessory: 280069 Carcass: 69 Engine: 69) by Worker 31
10:31:36.980: Getting: Dealer 39: Auto 70 (Accessory: 240070 Carcass: 70 Engine: 70) by Worker 34
10:31:48.619: Getting: Dealer 40: Auto 71 (Accessory: 270071 Carcass: 71 Engine: 71) by Worker 30
10:31:49.052: Getting: Dealer 42: Auto 72 (Accessory: 250072 Carcass: 72 Engine: 72) by Worker 35
10:31:49.965: Getting: Dealer 43: Auto 73 (Accessory: 260073 Carcass: 73 Engine: 73) by Worker 37
10:31:50.985: Getting: Dealer 41: Auto 74 (Accessory: 280074 Carcass: 74 Engine: 74) by Worker 29
10:31:51.995: Getting: Dealer 39: Auto 75 (Accessory: 240075 Carcass: 75 Engine: 75) by Worker 33
10:32:03.624: Getting: Dealer 40: Auto 76 (Accessory: 270076 Carcass: 76 Engine: 76) by Worker 38
10:32:04.056: Getting: Dealer 42: Auto 77 (Accessory: 250077 Carcass: 77 Engine: 77) by Worker 32
10:32:04.969: Getting: Dealer 43: Auto 78 (Accessory: 260078 Carcass: 78 Engine: 78) by Worker 36
10:32:05.990: Getting: Dealer 41: Auto 79 (Accessory: 280079 Carcass: 79 Engine: 79) by Worker 31
10:32:07.003: Getting: Dealer 39: Auto 80 (Accessory: 240080 Carcass: 80 Engine: 80) by Worker 34
10:32:18.640: Getting: Dealer 40: Auto 81 (Accessory: 270081 Carcass: 81 Engine: 81) by Worker 30
10:32:19.074: Getting: Dealer 42: Auto 82 (Accessory: 250082 Carcass: 82 Engine: 82) by Worker 35
10:32:19.979: Getting: Dealer 43: Auto 83 (Accessory: 260083 Carcass: 83 Engine: 83) by Worker 37
10:32:21.006: Getting: Dealer 41: Auto 84 (Accessory: 280084 Carcass: 84 Engine: 84) by Worker 29
10:32:22.006: Getting: Dealer 39: Auto 85 (Accessory: 240085 Carcass: 85 Engine: 85) by Worker 33
10:32:33.642: Getting: Dealer 40: Auto 86 (Accessory: 270086 Carcass: 86 Engine: 86) by Worker 38
10:32:34.088: Getting: Dealer 42: Auto 87 (Accessory: 250087 Carcass: 87 Engine: 87) by Worker 32
10:32:34.985: Getting: Dealer 43: Auto 88 (Accessory: 260088 Carcass: 88 Engine: 88) by Worker 36
10:32:36.013: Getting: Dealer 41: Auto 89 (Accessory: 280089 Carcass: 89 Engine: 89) by Worker 31
10:32:37.015: Getting: Dealer 39: Auto 90 (Accessory: 240090 Carcass: 90 Engine: 90) by Worker 34
10:32:48.651: Getting: Dealer 40: Auto 91 (Accessory: 270091 Carcass: 91 Engine: 91) by Worker 30
10:32:49.102: Getting: Dealer 42: Auto 92 (Accessory: 250092 Carcass: 92 Engine: 92) by Worker 35
10:32:49.987: Getting: Dealer 43: Auto 93 (Accessory: 260093 Carcass: 93 Engine: 93) by Worker 37
10:32:51.017: Getting: Dealer 41: Auto 94 (Accessory: 280094 Carcass: 94 Engine: 94) by Worker 29
10:32:52.019: Getting: Dealer 39: Auto 95 (Accessory: 240095 Carcass: 95 Engine: 95) by Worker 33
10:33:03.659: Getting: Dealer 40: Auto 96 (Accessory: 270096 Carcass: 96 Engine: 96) by Worker 38
10:33:04.108: Getting: Dealer 42: Auto 97 (Accessory: 250097 Carcass: 97 Engine: 97) by Worker 32
10:33:05.000: Getting: Dealer 43: Auto 98 (Accessory: 260098 Carcass: 98 Engine: 98) by Worker 36
10:33:06.024: Getting: Dealer 41: Auto 99 (Accessory: 280099 Carcass: 99 Engine: 99) by Worker 31
10:33:07.025: Getting: Dealer 39: Auto 100 (Accessory: 240100 Carcass: 100 Engine: 100) by Worker 34
10:33:18.663: Getting: Dealer 40: Auto 101 (Accessory: 270101 Carcass: 101 Engine: 101) by Worker 30
10:33:19.112: Getting: Dealer 42: Auto 102 (Accessory: 250102 Carcass: 102 Engine: 102) by Worker 35
10:33:20.007: Getting: Dealer 43: Auto 103 (Accessory: 260103 Carcass: 103 Engine: 103) by Worker 37
10:33:21.038: Getting: Dealer 41: Auto 104 (Accessory: 280104 Carcass: 104 Engine: 104) by Worker 29
10:33:22.028: Getting: Dealer 39: Auto 105 (Accessory: 240105 Carcass: 105 Engine: 105) by Worker 33
10:33:33.669: Getting: Dealer 40: Auto 106 (Accessory: 270106 Carcass: 106 Engine: 106) by Worker 38
10:33:34.122: Getting: Dealer 42: Auto 107 (Accessory: 250107 Carcass: 107 Engine: 107) by Worker 32
10:33:35.016: Getting: Dealer 43: Auto 108 (Accessory: 260108 Carcass: 108 Engine: 108) by Worker 36
10:33:36.043: Getting: Dealer 41: Auto 109 (Accessory: 280109 Carcass: 109 Engine: 109) by Worker 31
10:33:37.044: Getting: Dealer 39: Auto 110 (Accessory: 240110 Carcass: 110 Engine: 110) by Worker 34
10:33:48.673: Getting: Dealer 40: Auto 111 (Accessory: 270111 Carcass: 111 Engine: 111) by Worker 30
10:33:49.128: Getting: Dealer 42: Auto 112 (Accessory: 250112 Carcass: 112 Engine: 112) by Worker 35
10:33:50.023: Getting: Dealer 43: Auto 113 (Accessory: 260113 Carcass: 113 Engine: 113) by Worker 37
10:33:51.047: Getting: Dealer 41: Auto 114 (Accessory: 280114 Carcass: 114 Engine: 114) by Worker 29
10:33:52.054: Getting: Dealer 39: Auto 115 (Accessory: 240115 Carcass: 115 Engine: 115) by Worker 33
10:34:03.681: Getting: Dealer 40: Auto 116 (Accessory: 270116 Carcass: 116 Engine: 116) by Worker 38
10:34:04.133: Getting: Dealer 42: Auto 117 (Accessory: 250117 Carcass: 117 Engine: 117) by Worker 32
10:34:05.036: Getting: Dealer 43: Auto 118 (Accessory: 260118 Carcass: 118 Engine: 118) by Worker 36
10:34:06.051: Getting: Dealer 41: Auto 119 (Accessory: 280119 Carcass: 119 Engine: 119) by Worker 31
10:34:07.060: Getting: Dealer 39: Auto 120 (Accessory: 240120 Carcass: 120 Engine: 120) by Worker 34
10:34:18.689: Getting: Dealer 40: Auto 121 (Accessory: 270121 Carcass: 121 Engine: 121) by Worker 30
10:34:19.137: Getting: Dealer 42: Auto 122 (Accessory: 250122 Carcass: 122 Engine: 122) by Worker 35
10:34:20.040: Getting: Dealer 43: Auto 123 (Accessory: 260123 Carcass: 123 Engine: 123) by Worker 37
10:34:21.060: Getting: Dealer 41: Auto 124 (Accessory: 280124 Carcass: 124 Engine: 124) by Worker 29
10:34:22.066: Getting: Dealer 39: Auto 125 (Accessory: 240125 Carcass: 125 Engine: 125) by Worker 33
10:34:33.703: Getting: Dealer 40: Auto 126 (Accessory: 270126 Carcass: 126 Engine: 126) by Worker 38
10:34:34.141: Getting: Dealer 42: Auto 127 (Accessory: 250127 Carcass: 127 Engine: 127) by Worker 32
10:34:35.047: Getting: Dealer 43: Auto 128 (Accessory: 260128 Carcass: 128 Engine: 128) by Worker 36
10:34:36.072: Getting: Dealer 41: Auto 129 (Accessory: 280129 Carcass: 129 Engine: 129) by Worker 31
10:34:37.082: Getting: Dealer 39: Auto 130 (Accessory: 240130 Carcass: 130 Engine: 130) by Worker 34
10:34:48.718: Getting: Dealer 40: Auto 131 (Accessory: 270131 Carcass: 131 Engine: 131) by Worker 30
10:34:49.145: Getting: Dealer 42: Auto 132 (Accessory: 250132 Carcass: 132 Engine: 132) by Worker 35
10:34:50.057: Getting: Dealer 43: Auto 133 (Accessory: 260133 Carcass: 133 Engine: 133) by Worker 37
10:34:51.085: Getting: Dealer 41: Auto 134 (Accessory: 280134 Carcass: 134 Engine: 134) by Worker 29
10:34:52.084: Getting: Dealer 39: Auto 135 (Accessory: 240135 Carcass: 135 Engine: 135) by Worker 33
10:35:03.727: Getting: Dealer 40: Auto 136 (Accessory: 270136 Carcass: 136 Engine: 136) by Worker 38
10:35:04.159: Getting: Dealer 42: Auto 137 (Accessory: 250137 Carcass: 137 Engine: 137) by Worker 32
10:35:05.060: Getting: Dealer 43: Auto 138 (Accessory: 260138 Carcass: 138 Engine: 138) by Worker 36
10:35:06.090: Getting: Dealer 41: Auto 139 (Accessory: 280139 Carcass: 139 Engine: 139) by Worker 31
10:35:07.092: Getting: Dealer 39: Auto 140 (Accessory: 240140 Carcass: 140 Engine: 140) by Worker 34
10:35:18.736: Getting: Dealer 40: Auto 141 (Accessory: 270141 Carcass: 141 Engine: 141) by Worker 30
10:35:19.171: Getting: Dealer 42: Auto 142 (Accessory: 250142 Carcass: 142 Engine: 142) by Worker 35
10:35:20.065: Getting: Dealer 43: Auto 143 (Accessory: 260143 Carcass: 143 Engine: 143) by Worker 37
10:35:21.100: Getting: Dealer 41: Auto 144 (Accessory: 280144 Carcass: 144 Engine: 144) by Worker 29
10:35:22.098: Getting: Dealer 39: Auto 145 (Accessory: 240145 Carcass: 145 Engine: 145) by Worker 33
10:35:33.747: Getting: Dealer 40: Auto 146 (Accessory: 270146 Carcass: 146 Engine: 146) by Worker 38
10:35:34.179: Getting: Dealer 42: Auto 147 (Accessory: 250147 Carcass: 147 Engine: 147) by Worker 32
10:35:35.070: Getting: Dealer 43: Auto 148 (Accessory: 260148 Carcass: 148 Engine: 148) by Worker 36
10:35:36.109: Getting: Dealer 41: Auto 149 (Accessory: 280149 Carcass: 149 Engine: 149) by Worker 31
10:35:37.109: Getting: Dealer 39: Auto 150 (Accessory: 240150 Carcass: 150 Engine: 150) by Worker 34
10:35:48.762: Getting: Dealer 40: Auto 151 (Accessory: 270151 Carcass: 151 Engine: 151) by Worker 30
10:35:49.194: Getting: Dealer 42: Auto 152 (Accessory: 250152 Carcass: 152 Engine: 152) by Worker 35
10:35:50.080: Getting: Dealer 43: Auto 153 (Accessory: 260153 Carcass: 153 Engine: 153) by Worker 37
10:35:51.113: Getting: Dealer 41: Auto 154 (Accessory: 280154 Carcass: 154 Engine: 154) by Worker 29
10:35:52.112: Getting: Dealer 39: Auto 155 (Accessory: 240155 Carcass: 155 Engine: 155) by Worker 33
10:36:03.772: Getting: Dealer 40: Auto 156 (Accessory: 270156 Carcass: 156 Engine: 156) by Worker 38
10:36:04.197: Getting: Dealer 42: Auto 157 (Accessory: 250157 Carcass: 157 Engine: 157) by Worker 32
10:36:05.085: Getting: Dealer 43: Auto 158 (Accessory: 260158 Carcass: 158 Engine: 158) by Worker 36
10:36:06.117: Getting: Dealer 41: Auto 159 (Accessory: 280159 Carcass: 159 Engine: 159) by Worker 31
10:36:07.131: Getting: Dealer 39: Auto 160 (Accessory: 240160 Carcass: 160 Engine: 160) by Worker 34
10:36:18.775: Getting: Dealer 40: Auto 161 (Accessory: 270161 Carcass: 161 Engine: 161) by Worker 30
10:36:19.209: Getting: Dealer 42: Auto 162 (Accessory: 250162 Carcass: 162 Engine: 162) by Worker 35
10:36:20.091: Getting: Dealer 43: Auto 163 (Accessory: 260163 Carcass: 163 Engine: 163) by Worker 37
10:36:21.141: Getting: Dealer 41: Auto 164 (Accessory: 280164 Carcass: 164 Engine: 164) by Worker 29
10:36:22.138: Getting: Dealer 39: Auto 165 (Accessory: 240165 Carcass: 165 Engine: 165) by Worker 33
10:36:33.785: Getting: Dealer 40: Auto 166 (Accessory: 270166 Carcass: 166 Engine: 166) by Worker 38
10:36:34.212: Getting: Dealer 42: Auto 167 (Accessory: 250167 Carcass: 167 Engine: 167) by Worker 32
10:36:35.102: Getting: Dealer 43: Auto 168 (Accessory: 260168 Carcass: 168 Engine: 168) by Worker 36
10:36:36.154: Getting: Dealer 41: Auto 169 (Accessory: 280169 Carcass: 169 Engine: 169) by Worker 31
10:36:37.160: Getting: Dealer 39: Auto 170 (Accessory: 240170 Carcass: 170 Engine: 170) by Worker 34
10:36:48.786: Getting: Dealer 40: Auto 171 (Accessory: 270171 Carcass: 171 Engine: 171) by Worker 30
10:36:49.215: Getting: Dealer 42: Auto 172 (Accessory: 250172 Carcass: 172 Engine: 172) by Worker 35
10:36:50.104: Getting: Dealer 43: Auto 173 (Accessory: 260173 Carcass: 173 Engine: 173) by Worker 37
10:36:51.170: Getting: Dealer 41: Auto 174 (Accessory: 280174 Carcass: 174 Engine: 174) by Worker 29
10:36:52.174: Getting: Dealer 39: Auto 175 (Accessory: 240175 Carcass: 175 Engine: 175) by Worker 33
10:37:03.792: Getting: Dealer 40: Auto 176 (Accessory: 270176 Carcass: 176 Engine: 176) by Worker 38
10:37:04.223: Getting: Dealer 42: Auto 177 (Accessory: 250177 Carcass: 177 Engine: 177) by Worker 32
10:37:05.119: Getting: Dealer 43: Auto 178 (Accessory: 260178 Carcass: 178 Engine: 178) by Worker 36
10:37:06.177: Getting: Dealer 41: Auto 179 (Accessory: 280179 Carcass: 179 Engine: 179) by Worker 31
10:37:07.183: Getting: Dealer 39: Auto 180 (Accessory: 240180 Carcass: 180 Engine: 180) by Worker 34
10:37:18.796: Getting: Dealer 40: Auto 181 (Accessory: 270181 Carcass: 181 Engine: 181) by Worker 30
10:37:19.231: Getting: Dealer 42: Auto 182 (Accessory: 250182 Carcass: 182 Engine: 182) by Worker 35
10:37:20.121: Getting: Dealer 43: Auto 183 (Accessory: 260183 Carcass: 183 Engine: 183) by Worker 37
10:37:21.182: Getting: Dealer 41: Auto 184 (Accessory: 280184 Carcass: 184 Engine: 184) by Worker 29
10:37:22.197: Getting: Dealer 39: Auto 185 (Accessory: 240185 Carcass: 185 Engine: 185) by Worker 33
10:37:33.800: Getting: Dealer 40: Auto 186 (Accessory: 270186 Carcass: 186 Engine: 186) by Worker 38
10:37:34.233: Getting: Dealer 42: Auto 187 (Accessory: 250187 Carcass: 187 Engine: 187) by Worker 32
10:37:35.131: Getting: Dealer 43: Auto 188 (Accessory: 260188 Carcass: 188 Engine: 188) by Worker 36
10:37:36.183: Getting: Dealer 41: Auto 189 (Accessory: 280189 Carcass: 189 Engine: 189) by Worker 31
10:37:37.199: Getting: Dealer 39: Auto 190 (Accessory: 240190 Carcass: 190 Engine: 190) by Worker 34
10:37:48.802: Getting: Dealer 40: Auto 191 (Accessory: 270191 Carcass: 191 Engine: 191) by Worker 30
10:37:49.239: Getting: Dealer 42: Auto 192 (Accessory: 250192 Carcass: 192 Engine: 192) by Worker 35
10:37:50.144: Getting: Dealer 43: Auto 193 (Accessory: 260193 Carcass: 193 Engine: 193) by Worker 37
10:37:51.194: Getting: Dealer 41: Auto 194 (Accessory: 280194 Carcass: 194 Engine: 194) by Worker 29
10:37:52.208: Getting: Dealer 39: Auto 195 (Accessory: 240195 Carcass: 195 Engine: 195) by Worker 33
10:38:03.808: Getting: Dealer 40: Auto 196 (Accessory: 270196 Carcass: 196 Engine: 196) by Worker 38
10:38:04.244: Getting: Dealer 42: Auto 197 (Accessory: 250197 Carcass: 197 Engine: 197) by Worker 32
10:38:05.158: Getting: Dealer 43: Auto 198 (Accessory: 260198 Carcass: 198 Engine: 198) by Worker 36
10:38:06.200: Getting: Dealer 41: Auto 199 (Accessory: 280199 Carcass: 199 Engine: 199) by Worker 31
10:38:07.215: Getting: Dealer 39: Auto 200 (Accessory: 240200 Carcass: 200 Engine: 200) by Worker 34
10:38:18.812: Getting: Dealer 40: Auto 201 (Accessory: 270201 Carcass: 201 Engine: 201) by Worker 30
10:38:19.257: Getting: Dealer 42: Auto 202 (Accessory: 250202 Carcass: 202 Engine: 202) by Worker 35
10:38:20.174: Getting: Dealer 43: Auto 203 (Accessory: 260203 Carcass: 203 Engine: 203) by Worker 37
10:38:21.203: Getting: Dealer 41: Auto 204 (Accessory: 280204 Carcass: 204 Engine: 204) by Worker 29
10:38:22.236: Getting: Dealer 39: Auto 205 (Accessory: 240205 Carcass: 205 Engine: 205) by Worker 33
10:38:33.818: Getting: Dealer 40: Auto 206 (Accessory: 270206 Carcass: 206 Engine: 206) by Worker 38
10:38:34.267: Getting: Dealer 42: Auto 210 (Accessory: 240210 Carcass: 210 Engine: 210) by Worker 34
10:38:35.176: Getting: Dealer 43: Auto 208 (Accessory: 260208 Carcass: 208 Engine: 208) by Worker 36
10:38:36.206: Getting: Dealer 41: Auto 207 (Accessory: 250207 Carcass: 207 Engine: 207) by Worker 32
10:38:37.242: Getting: Dealer 39: Auto 209 (Accessory: 280209 Carcass: 209 Engine: 209) by Worker 31
10:38:48.827: Getting: Dealer 40: Auto 213 (Accessory: 260213 Carcass: 213 Engine: 213) by Worker 37
10:38:49.283: Getting: Dealer 42: Auto 215 (Accessory: 240215 Carcass: 215 Engine: 215) by Worker 33
10:38:50.191: Getting: Dealer 43: Auto 212 (Accessory: 250212 Carcass: 212 Engine: 212) by Worker 35
10:38:51.208: Getting: Dealer 41: Auto 211 (Accessory: 270211 Carcass: 211 Engine: 211) by Worker 30
10:38:52.257: Getting: Dealer 39: Auto 214 (Accessory: 280214 Carcass: 214 Engine: 214) by Worker 29
10:39:03.843: Getting: Dealer 40: Auto 217 (Accessory: 240220 Carcass: 220 Engine: 220) by Worker 34
10:39:04.286: Getting: Dealer 42: Auto 216 (Accessory: 280219 Carcass: 219 Engine: 219) by Worker 36
10:39:05.193: Getting: Dealer 43: Auto 216 (Accessory: 250217 Carcass: 217 Engine: 217) by Worker 31
10:39:06.211: Getting: Dealer 41: Auto 216 (Accessory: 270216 Carcass: 216 Engine: 216) by Worker 38
10:39:07.262: Getting: Dealer 39: Auto 216 (Accessory: 260218 Carcass: 218 Engine: 218) by Worker 32
10:39:18.850: Getting: Dealer 40: Auto 219 (Accessory: 280224 Carcass: 224 Engine: 224) by Worker 33
10:39:19.299: Getting: Dealer 42: Auto 220 (Accessory: 240225 Carcass: 225 Engine: 225) by Worker 29
10:39:20.201: Getting: Dealer 43: Auto 221 (Accessory: 270226 Carcass: 226 Engine: 226) by Worker 34
10:39:21.230: Getting: Dealer 41: Auto 219 (Accessory: 250222 Carcass: 222 Engine: 222) by Worker 30
10:39:22.266: Getting: Dealer 39: Auto 218 (Accessory: 260223 Carcass: 223 Engine: 223) by Worker 35
10:39:33.866: Getting: Dealer 40: Auto 219 (Accessory: 270221 Carcass: 221 Engine: 221) by Worker 37
10:39:34.317: Getting: Dealer 42: Auto 224 (Accessory: 240230 Carcass: 230 Engine: 230) by Worker 31
10:39:35.216: Getting: Dealer 43: Auto 222 (Accessory: 280229 Carcass: 229 Engine: 229) by Worker 38
10:39:36.233: Getting: Dealer 41: Auto 223 (Accessory: 250227 Carcass: 227 Engine: 227) by Worker 36
10:39:37.274: Getting: Dealer 39: Auto 223 (Accessory: 260228 Carcass: 228 Engine: 228) by Worker 32
10:39:48.870: Getting: Dealer 40: Auto 225 (Accessory: 270231 Carcass: 231 Engine: 231) by Worker 33
10:39:49.328: Getting: Dealer 42: Auto 229 (Accessory: 250232 Carcass: 232 Engine: 232) by Worker 29
10:39:50.218: Getting: Dealer 43: Auto 228 (Accessory: 240235 Carcass: 235 Engine: 235) by Worker 34
10:39:51.243: Getting: Dealer 41: Auto 227 (Accessory: 280234 Carcass: 234 Engine: 234) by Worker 30
10:39:52.286: Getting: Dealer 39: Auto 226 (Accessory: 260233 Carcass: 233 Engine: 233) by Worker 35
10:40:03.886: Getting: Dealer 40: Auto 230 (Accessory: 250237 Carcass: 237 Engine: 237) by Worker 33
10:40:04.343: Getting: Dealer 42: Auto 231 (Accessory: 240240 Carcass: 240 Engine: 240) by Worker 38
10:40:05.227: Getting: Dealer 43: Auto 230 (Accessory: 260238 Carcass: 238 Engine: 238) by Worker 32
10:40:06.244: Getting: Dealer 41: Auto 230 (Accessory: 280239 Carcass: 239 Engine: 239) by Worker 36
10:40:07.295: Getting: Dealer 39: Auto 231 (Accessory: 270241 Carcass: 241 Engine: 241) by Worker 31
10:40:18.889: Getting: Dealer 40: Auto 232 (Accessory: 270236 Carcass: 236 Engine: 236) by Worker 37
10:40:19.353: Getting: Dealer 42: Auto 233 (Accessory: 260243 Carcass: 243 Engine: 243) by Worker 35
10:40:20.229: Getting: Dealer 43: Auto 233 (Accessory: 250242 Carcass: 242 Engine: 242) by Worker 29
10:40:21.258: Getting: Dealer 41: Auto 233 (Accessory: 280244 Carcass: 244 Engine: 244) by Worker 30
